"English Word","Word Type","Dragon Translation"
Laughter,noun,Nepend
Launch,verb,Kuyiz
Lava,noun,Goraag
Lavatory,noun,Shunstaad
Lavender,noun,Vaslahl
Law,noun,Thun
Lawful,adjective,Zothun
Lawless,noun,Thunvu
Lawyer,noun,Thuniik
Lay,verb,Nok
Layer,noun,Nokiiv
Lazurite,noun,Biivild
Lazy,adjective,Nibo
Ländler,noun,Latiidshovok
Lead,verb,Raak
Lead,noun,Solog
Leader,noun,Kinbok
Leadership,noun,Kinbokrot
Leaf,noun,Fuhil
League,noun,"Tokah, Zaarax"
Leak,verb,Sliis
Leal,adjective,Mid
Lealty,noun,"Midrot, Midun"
Lean,verb,Skiis
Leap,verb,Thaal
Learn,verb,Mindos
Leash,noun,Qatah
Least,adjective,Jok
Leather,noun,Reld
Leatherwork,noun,Zireld
Leatherworker,noun,Zireld
Leave,verb,Lif
Lecture,noun,Lingrot
Ledge,noun,Hiilah
Leech,verb,Lun
Leech,noun,Lunlir
Leek,noun,Laakir
Left,adjective,Vahlut
Leg,noun,Ogiir
Legacy,noun,Zoortah
Legal,adjective,Thunuv
Legend,noun,Zoor
Legendary,adjective,Zooruv
Legion,noun,Lahvirn
Legionnaire,noun,Lahvirnaar
Legitimate,adjective,Vahpruzah
Lemon,noun,Ahzur
Lemur,noun,Hizenul
Lend,verb,Bodiir
Length,noun,Lingraan
Lengthen,verb,Gelingrah
Lengthy,adjective,Lingrus
Leopard,noun,Kaazegram
Lesbian,adjective,Medliinvas
Less,adverb,Jos
Lessen,verb,Geson
Lesser,adjective,Atumei
Lesson,noun,Mindovaat
Lest,conjunction,Leh
Let,verb,Vos
Lethal,adjective,Dilos
Letter,noun,Maldey
Lettuce,noun,Salaat
Level,adjective,Yel
Level,noun,"Eytaag, Leik"
Level,verb,Gerinid
Lever,noun,Lotah
Leviathan,noun,Liisunvaar
Levitate,verb,Horaat
Lewd,adjective,"Niyusgri, Zosahlos"
Lexicon,noun,Zereim
Liar,noun,Nokin
Libel,noun,Furgaan
Liberate,verb,Liid
Liberation,verb,Liidak
Liberty,noun,Lii
Librarian,noun,Olakaan
Library,noun,Olak
Lich,noun,Dinokaar
Lichen,noun,Mavirk
Lick,verb,Vunut
Licorice,noun,Vediraz
Lid,noun,Kovolkniir
Lie,verb,Nok
Liege,noun,Maljun
Liegeman,noun,Aarzul
Lies,verb,Nok
Life,noun,Laas
Lifely,adjective,Laasuv
Lifestyle,noun,Venselaas
Lift,verb,Gelok
Light,adjective,Seh
Light,noun,"Kun, Jun"
Light,verb,Geyol
Lighten,verb,Gefask
Lighter,noun,Geyoliik
Lighthouse,noun,Yolangaar
Lightning,noun,"Qo, Reik"
Like,verb,Mos
Like,preposition,Med
Likeable,adjective,Vimos
Likeliness,noun,Grozahom
Likely,adjective,Grozah
Likeness,noun,Ilir
Likewise,adverb,Medven
Lily,noun,Ahreyt
Lilypad,noun,Horit-Ahreyt
Limb,noun,Faak
Limber,adjective,Krehlim
Lime,noun,Masek
Limestone,noun,Sotgolz
Limit,noun,Kes
Limited,adjective,Kesaal
Line,noun,"Rei, Tiidnavir"
Lineage,noun,Tiidnavir
Linen,noun,Vozriis
Linguist,noun,Tinvokin
Linguistics,noun,Hahsezul
Link,verb,Kobiil
Lion,noun,Am
Lip,noun,Kroslen
Lipstick,noun,Kroslenahin
Liquid,noun,Bovaal
Liquify,verb,Gebovaal
Liquor,noun,Jum
Lisp,noun,Baansir
List,noun,Keitz
Listen,verb,Gir
Listener,noun,Giriid
Lit,adjective,Kunz
Liter,noun,Pozaar
Literacy,adjective,Sikoraav
Literal,adjective,Koseik
Literalness,adjective,Koseik
Literate,adjective,Sikoraav
Litter,verb,Liqos
Little,adverb,"Vogaan, Vogaas"
Little,adjective,Mal
Live,adjective,Nahlaas
Live,verb,Lahney
Lively,adjective,Zolaas
Liver,noun,Heikel
Livestock,noun,Buf
Living,adjective,Nahl
Lizard,noun,Siigonis
Llama,noun,Reynak
Lo,interjection,Ond
Load,verb,Klad
Load,noun,Wid
Loaf,noun,Ahlaaf
Loan,verb,Geid
Loath,adjective,Lahey
Loathe,verb,Lahey
Lobster,noun,Okaazklav-Hot
Local,adjective,Leyvah
Locate,verb,Siivut
Location,noun,"Nizaag, Staad"
Lock,noun,Qulek
Lockpick,noun,Qubex
Locksmith,noun,Verqulekin
Lodestone,noun,Aavgolz
Loftiness,noun,Lokom
Lofty,adjective,Lokus
Log,noun,Umaak
Logic,noun,Gahziin
Logical,adjective,Gahziinuv
Loiter,verb,Driinod
Lollipop,noun,Tefsunaat
Lone,adjective,Naalein
Loneliness,noun,Okulom
Lonely,adjective,Naalein
Loner,noun,Naaleniik
Long,adjective,Lingrah
"Long for",verb,Staavek
Longboat,noun,Okaadah
Longbow,noun,Lingrahlax
Longitude,noun,Lingrei
Longshoreman,noun,Staalzer
Longsword,noun,Lingrahtuz
Look,verb,Frolok
"Look Like",verb,Fon
Loom,verb,Lokun
Loop,noun,Kenlok
Loophole,noun,Meyven
Loose,verb,"Gaar, Komeyt"
Loot,verb,Nahkuz
Looter,adjective,Nahkuziik
Lord,noun,Drog
Lordly,adjective,Drogus
Lordship,noun,Thur
Lore,noun,Yoro
Loredas,noun,Strunsul
Lose,verb,"Saan, Siz"
Loser,noun,Saanin
Loss,noun,Saan
Lost,verb,Sizaan
"Lost Elf",noun,Sifahliil
Lot,noun,Kung
Lotion,noun,Shuniir
Loud,adjective,Shar
Loudness,noun,Sharom
Lovable,adjective,Vilokaal
Love,noun,Lokaal
Lovely,adjective,Lokaalus
Lover,noun,Lokaliin
Low,noun,Muah
Low,adjective,Lum
Lower,verb,Gelum
Lower,adjective,Atumei
Lowlife,noun,Banaak
Loyal,adjective,Mid
Loyalist,noun,"Midzul, Middovah"
Loyalty,noun,"Midrot, Midun"
Luck,noun,Gluus
Lucky,adjective,Gluuskei
Ludicrous,adjective,Wiiv-Balaan
Luggage,noun,Kahlos
Lullaby,noun,Laagvaas
Lumber,noun,Gosvah
Luminous,adjective,Zokun
Lunar,adjective,Iilahnuv
Lunatic,noun,Vorohahmun
Lunch,verb,Haaz
Lung,noun,Sumaas
Lure,verb,Lovut
Lure,noun,Horvut
Lurk,verb,Nahkrop
Lurker,noun,Nahkropiik
Lush,adjective,Saavir
Lust,noun,Sahlos
Lustful,adjective,Zosahlos
Lute,noun,Nauaas
Lycanthropy,noun,Munralok
Lyre,noun,Bexnauaas
Lyric,noun,Mirodaat
Ma'am,noun,Zoh
Mace,noun,Qator
Machine,noun,Kronimaar
"Machine Gun",noun,Vaaz-Thulzun
Machinery,noun,Kronimaar
Mad,adjective,Vorohah
Madman,noun,Vorohahmun
Madness,noun,Vorohah
Maelstrom,noun,Zuld
Magazine,noun,Meykel
Mage,noun,Lahzey
Magenta,adjective,Minooka
Magic,noun,Lu
Magical,adjective,Luhaal
Magician,noun,Lahiik
Magicka,noun,Lah
Magistrate,noun,Kriisjor
Magma,noun,Goraag
Magnet,noun,Aavgolz
Magnetic,adjective,Aavgolz
Magnetite,noun,Aavgolz
Magnificence,adjective,Lotaan
Magnificent,adjective,Lotaniik
Magnifier,noun,Koraaveyz
"Magnifying Glass",noun,Koraaveyz
"Magnum Opus",noun,Lotkroson
Magpie,noun,Olmgahrot
Mahogany,noun,Musanrak
Maid,noun,Vahdinaar
Maiden,noun,Vahdin
Mail,noun,"Biirn, Luskiit"
Mailbox,noun,Funrahoskad
Maim,verb,Juk
Main,adjective,Maag
Maintain,verb,Skilaan
Majestic,adjective,Valinaar
Majesty,noun,Vahlin
Major,adjective,Hezdremhah
Make,verb,"Wahl, Mur"
Maker,noun,Wahliik
Malachite,noun,Haaragelt
Malady,noun,Ziiklah
Male,adjective,Punmak
Malevolent,adjective,Vokulhah
Malice,noun,Ahzul
Malicious,adjective,Ahzulkei
Malware,noun,Krasrikuth
Mammal,noun,Zamak
Mammoth,noun,Mamutah
Man,verb,Deyn
Man,noun,"Jul, Mun"
Mana,noun,Lah
Manage,verb,"Inkoraav, Sharaan"
Management,noun,Kroskinbok
Manager,noun,Lahvriiluz
Mandate,verb,Fusrot
Mane,noun,Raziir
Manganese,noun,Sholatz
Manger,noun,Hodraan
Mango,noun,Kreinfruk
Maniac,noun,Nahjor
Manic,adjective,Hekofir
Manifest,verb,Nunahst
Manipulate,verb,Sharaan
Mankind,noun,Jul
Manmade,adjective,Joormur
Manmer,noun,Munfahliil
Mannequin,noun,Qahmunus
Manner,noun,Vensedren
Manners,noun,Prudaaven
Manslaughter,noun,Vosukaat-Krii
Manual,adjective,Haal-Sharaan
Manual,noun,Drezujah
Manuscript,noun,Peliik-Haal
Many,adjective,Pogaan
Maormer,noun,Briinfahliil
Map,noun,Grund
Maple,noun,Musuur
Mapmaker,noun,Grundiik
Mar,verb,Juk
Marauder,noun,Uroksvaal
Marble,noun,Liizuk
March,noun,Diistmaas
March,verb,Yoriik
Mare,noun,Keyrek
Marijuana,noun,Dulfuhil
Mark,noun,Ziik
Markarth,noun,Golzewer
Market,noun,"Vezar, Yuldik"
Marmalade,noun,Sevuryuv
Maroon,adjective,Prunsahqo
Marriage,noun,Aavlaas
Marry,verb,Aavlaas
Marsh,noun,"Zanos, Trumgol"
Marshmallow,noun,Sufoluftahin
"Martial Art",noun,Zodunos
Martinet,noun,Vahkaasin
Martyr,noun,Jisdeyn
Martyrdom,noun,Jisdeynaan
Marvel,noun,Keyr
Marvelous,adjective,Zokeyr
Masculine,adjective,Punmakuv
Mask,noun,Rahvok
Masochism,noun,Ahraan-Jiik
Masochist,noun,Ahraan-Jiik
Mason,noun,Golziriik
Masonry,noun,Golzir
Mass,noun,Feyal
Massacre,verb,Pogaankrii
Masser,noun,Rilahk
Massive,adjective,Makil
Mast,noun,Maz
Master,noun,In
Masterpiece,noun,Lotkroson
Mastery,noun,Inhus
Masturbate,noun,Haal-Liin
Masturbation,noun,Haal-Liin
Match,verb,Met
Matchlock,noun,Nos-Thulzun
Mate,verb,Liin
Mate,noun,Onliin
Material,noun,Feluk
Maternal,adjective,Monahus
Math,noun,Tokaas
Mathematics,noun,Tokaas
Matriarch,noun,Monahrel
Matriarchy,noun,Monahrel
Matricide,noun,Kriimonah
Matter,noun,Trun
Maul,verb,Juk
Mausoleum,noun,Hofkahsedilon
Maw,noun,Jot
Maximum,adjective,Zokiv
May,verb,Aal
May,noun,Ziistmaas
Maybe,adverb,Aalkos
Mayonnaise,noun,", Karon-Ezil"
Maze,noun,Hiznaar
Me,pronoun,"Zey, Dovah"
Mead,noun,Geikaal
Meadow,noun,Vasaar
Meager,adjective,Malaas
Meagre,adjective,Puswaarth
Meal,noun,"Kipraan, Pun"
Mean,adjective,"Vodremsil, Vodremsil"
Mean,verb,Seik
Meander,verb,Stinrovaan
Meaningful,adjective,Seikaal
Meaningless,adjective,Seiknu
Means,noun,Fosoth
Meantime,noun,Fiid
Meanwhile,adverb,Fiid
Measure,verb,Malz
Meat,noun,Sliin
Meatloaf,noun,Sliinbrot
Mechanic,noun,Drungeltlaas
Mechanism,noun,Kronimaar
Medal,noun,"Krelt, Uridah"
Medallion,noun,Kaagrelt
Meddle,verb,Kropah
Median,adjective,Mithan
Medic,noun,Vahraniik
Medicine,noun,Vahranim
Mediocre,adjective,Mit
Meditate,verb,Hadriid
Meditation,noun,Hadriidak
Meditative,adjective,Hadriidav
Medium,adjective,Mit
Meet,verb,Grind
Megaphone,noun,Risaakhoniir
Megaton,noun,Kaaguvthon
Melancholy,noun,So
Melody,noun,Honvaas
Melon,noun,Mahan
Melt,verb,Frein
Member,noun,Vahmaan
Membrane,noun,Yalkaraak
Memorable,adjective,Bahlaan-Dahmaan
Memorial,noun,Qethsegol
Memory,noun,Vahrukt
Men,noun,Muz
Menace,noun,Rahvul
Menagerie,noun,Raanahkoraav
Mend,verb,Vokren
Menstruation,noun,Iilah-Krasaar
Mental,adjective,Hahnuv
Mentality,noun,Gaansevah
Mention,verb,Nenfah
Mentor,noun,Mindovin
Mentorship,noun,Mindovin
Meow,noun,Kaazul
Mer,noun,"Slaag, Iim"
Mercenary,noun,Sovrahzun
Merchant,noun,Solgaaz
Merciful,adjective,"Aazaal, Zofrolaaz"
Merciless,adjective,Aaznu
Mercury,noun,Silon-Lom
Mercy,noun,Aaz
Mere,adjective,Nunal
Merge,verb,Domiit
Merit,noun,Maleyk
Mermaid,noun,Munikin
Merman,noun,Munikin
Merrier,adjective,Zuloraan
Merry,adjective,"Loraan, Inlok"
Mesh,noun,Jivon
Mess,noun,Thesk
Message,noun,Funrah
Messenger,noun,Funrahiik
Messy,adjective,Theskus
Met,verb,Grind
Metal,noun,Gelt
Metallic,adjective,Gelt
Metalloid,noun,Gelteyd
Metamorphosis,noun,Vuldakbuld
Metaphor,noun,Briimed
Meteor,noun,Mahfil
Meteorology,noun,Hahselokos
Meteorshower,noun,Filmah
Meter,noun,Mezaar
Method,noun,Vensedren
Metronome,noun,Tiid-Haalziik
Mettle,noun,Sildwiin
Microbe,noun,Zokmalraan
Microchip,noun,Rikahtus
Microorganism,noun,Zokmalraan
Microphone,noun,Rihoniir
Microscope,noun,Malkoraav-Miin
Microwave,noun,Riyahnol-Bexaat
"Mid Year",noun,Mitheruvos
Middas,noun,Wuthsul
Midday,noun,"Hefsul, Mithsul"
Middle,noun,Mith
Middling,adjective,Mit
Midget,noun,Hefmun
Midnight,noun,Hefvulon
Midst,noun,Mith
Might,verb,Uld
Might,noun,Sahrok
Mighty,adjective,Sahrot
Migrate,verb,Prodaz
Mild,adjective,Vindo
Mile,noun,Tren
Milestone,noun,Strunaar
Milieu,noun,Gekenlokin
Military,noun,Fussekein
Militia,noun,Frulahvu
Militiaman,noun,Frulahzun
Milk,noun,Liik
Mill,noun,Pund
Millennium,noun,Toneruvos
Millimeter,noun,Siimezaar
Millimetre,noun,Siimezaar
Millipede,noun,Pogaanogiir
Mimic,noun,Laniziik
Mind,noun,"Hah, Hahdrim"
Mindful,adjective,Zohah
Mindless,adjective,Hefahus
Mine,noun,Vungol
Mine,pronoun,Dii
Minecart,noun,Vungolkey
Mineral,noun,Viin-Gol
Minimize,verb,Gemal
Minimum,noun,Sukiv
Minion,noun,Malaar
Minnow,noun,Malikin
Minor,adjective,"Mol, Ahzidremhah, Prin"
Minotaur,noun,Kalumun
Mint,noun,Iraz
Minuet,noun,Fasklovaas
Minute,noun,Jazbaar
Miracle,noun,Rahofan
Miraculous,adjective,Rahofan
Mirage,noun,Fiikath
Mirror,noun,Fiik
Misandry,noun,Punmak-Irkbaan
Mischief,noun,Lakif
Misdeed,noun,Vosod
Misdirect,verb,Voraak
Miserable,adjective,Tiiraazak
Misery,noun,Faazhus
Misfortune,noun,Vogluus
Mislead,verb,Voraak
Misogyny,noun,Miil-Irkbaan
Miss,verb,"Staavek, Vonos, Frus"
Missile,noun,Yolfusgelt
"Missile Launcher",noun,Kaag-Thulzun
Mission,noun,Ahsod
Mist,noun,Bruh
Mistake,noun,Tozein
Misty,adjective,Bruhus
Mithril,noun,Uft-Dwiin
Mitten,noun,Faadhalriiv
Mix,verb,Hilk
Mixture,noun,Hilkaan
Mnemonic,noun,Vahruktuv
Moan,verb,Galv
Moat,noun,Gekenlom
Mob,noun,"Feyal, Nagiis"
Mobile,adjective,Visbo
Mock,verb,Wiiv
Mockingbird,noun,Loklaniziik
Mode,noun,Meziv
Model,noun,Venselor
Moderate,adjective,Mit
Modern,adjective,Nudraan
Modest,adjective,Yusgri
Modesty,noun,Yusgriim
Modification,noun,Vuldak
Modifier,noun,Vuldiik
Modify,verb,Vuld
"Molag Bal",noun,Thurkulaan
Mole,noun,Thok-Serk
Molten,adjective,Yolget
Moment,noun,Getiid
Momentariness,noun,Maltiidom
Momentary,adjective,Maltiid
Momentum,noun,Bofus
Monarchy,noun,Relsedu'ul
Monastery,noun,Ronir-Hofkah
Monday,noun,Iilahsul
Monetary,adjective,Yulduv
Money,noun,Yuld
Mongoose,noun,Vithah
Mongrel,noun,Tingrol
Monitor,verb,Bodein
Monk,noun,Ronir
Monkey,noun,Atumun
Monocle,noun,Koraaveyz
Monolith,noun,Budiik
Monopoly,noun,Qorpiraakt
Monotheism,noun,Geinrah
Monotheistic,adjective,Geinraal
Monotonous,adjective,Alunrinis
Monster,noun,Riil
Monstrous,noun,Riilkei
Month,noun,Tik
Monthly,adjective,Tikus
Monument,noun,Qethsegol
Moo,noun,Muah
Mood,noun,Hahmoor
Moon,noun,Iilah
"Moon Sugar",noun,Iilahsufol
Moonlight,noun,Iilahkun
Moonlit,adjective,Iilahkin
Moonstone,noun,Iilahsegol
Moor,verb,Ankol
Moor,noun,Marstaav
Moose,noun,Elz
Mop,noun,Shunkeil
Moral,adjective,Greyz
Moral,noun,Greyziik
Morale,noun,Ziikol
Morality,noun,Greyz
Morbid,adjective,Niroz
More,adjective,Zos
Morgue,noun,Hofkahsedilon
Morndas,noun,Iilahsul
Morning,noun,Feyl
"Morning Star",noun,Feylil
Morningstar,noun,Zeikator
Moron,noun,Meyuz
Moronic,adjective,Hefahus
Morrow,noun,Mindinsul
Morrowind,noun,Vulsoven
Mortal,adjective,Zahlaas
Mortal,noun,Joor
Mortar,noun,Mahkaag
Mosaic,noun,Moziir
Mosey,verb,Nelpaagol
Mosquito,noun,Pusojur
Moss,noun,Veydol
Most,adjective,Zok
Moth,noun,Rak
Mother,noun,Monah
Motherhood,noun,Monahmaar
Motherly,adjective,Monahus
Motion,noun,Bod
Motivate,verb,Bemahraan
Motivation,noun,Bemahraan
Motive,noun,Mahraan
Motley,adjective,Dumedus
Motor,noun,Suleykmithil
Motorcycle,noun,Agrokey
Motorcyclist,noun,Agrokeyd
Mound,noun,Staag
Mount,verb,Goz
Mountain,noun,Strunmah
Mountainous,adjective,Strunmahus
Mourn,verb,Luvmah
Mourner,noun,"Luvmahliik, Luvmahiik"
Mournful,adjective,Sokei
Mournhold,noun,Skahnov
Mouse,noun,"Dos, Praak-Ronaaz"
Mouth,verb,Zalk
Mouth,noun,Zahr
Movable,adjective,Visbo
Move,verb,Bo
Movement,noun,Bod
Movie,noun,Bodilir
Moving,adjective,Vomulhaan
Mow,verb,Mahv
Much,noun,Pogaas
Mud,noun,Grul
Mudcrab,noun,Deytonik
Muddy,adjective,Grulus
Mudslide,noun,Golmah
Muffin,noun,Feylbrot
Mug,noun,"Beylot, Piniir"
Mulberry,noun,Jonogah
Mule,noun,Turog
Multiplication,noun,Pogaav
Multiply,verb,Pogaav
Multitude,noun,Kung
Mumble,verb,Timak
Munch,verb,Krumon
Munchy,adjective,Krumonus
Mundus,noun,Lein
Murder,noun,Kriivah
Murderer,noun,Krivaan
Murderous,adjective,Kriivahkei
Murmur,verb,Sumah
Muscle,noun,Mulzen
Museum,noun,Selvaas
Mushroom,noun,Kiibam
Music,noun,Lovaas
Musical,noun,Lovaasuv
Musician,noun,Lovadro
"Musk Ox",noun,Pookalul
Musk-Ox,noun,Pookalul
Muskox,noun,Pookalul
Muskrat,noun,Ahzidom
Must,verb,Kent
Mustache,noun,Diwaan
Mustard,noun,"Grutsur, Grutsur-Ezil"
Muster,verb,Lahvraan
Mutant,noun,Vuldriil
Mutate,noun,Vuld
Mutation,noun,Vuldak
Mute,adjective,Nahliik
Mutilate,verb,Modokraan
Mutilator,noun,Modokriid
Mutter,verb,Timak
Mutton,noun,Vosig
Muzzle,noun,Sumaraan
My,pronoun,Dii
Myself,pronoun,Dimaar
Mysterious,adjective,Digol
Mystery,noun,Digoliik
Mystic,adjective,"Lahnik, Lahnik"
Mystical,adjective,Lahnik
Mysticism,noun,Lahnikaar
Myth,noun,"Tey, Zoor"
Mythical,adjective,Teynuv
Nail,noun,Haaljusk
Naked,adjective,Nunt
Nakedness,noun,Nuntom
Name,verb,Faan
Nap,verb,Strimiin
Napalm,noun,Yolunslaad
Narrate,verb,Kofun
Narrow,verb,Geyal
Narrow,adjective,Yal
Narwhal,noun,Zahkaaron
Narwhale,noun,Zahkaaron
Nasty,adjective,"Gaas, Bahlus"
Nation,noun,Nor
National,adjective,Ulanhimdah
Nationalist,noun,Norkaal
Native,noun,Diistaak
Natural,adjective,Lunduv
"Natural Gas",noun,Sufagniir
Nature,noun,"Lund, Edil"
Navigable,adjective,Virahn
Navigate,verb,Kurlank
Navy,noun,Okaalah
Nchardak,noun,Benangaar
Near,verb,Lov
Near,adjective,Lovun
Nearly,adverb,Prii
Nearness,noun,Lovunaar
Nebula,noun,Filgaaf
Necessary,adjective,Praagek
Necessitate,verb,Skildir
Neck,noun,Ruus
Necklace,noun,Rahvum
Necromancer,noun,Nahgahdinok
Necromancy,noun,"Strovodinok, Alok-Dilon"
Nectar,noun,Yumaas
Nectarine,noun,Shulhild
Nede,noun,Naad
Need,verb,Praag
Needle,noun,Padir
Negate,verb,Vo
Negation,noun,Vo
Negative,adjective,Kovolzah
Neglect,verb,Duzrah
Negotiate,verb,Dremyah
Neighbor,noun,Hofkahfron
Neighbour,noun,Hofkahfron
Neither,conjunction,Niney
Nemesis,noun,Lotpaal
Nephew,noun,Kravein
Nervous,adjective,Valk
Nervousness,noun,Valkom
Nest,noun,Leret
Net,noun,Horvutaan
Netch,noun,Nahrz
Nether,adjective,Negol
Network,noun,Rigevoth
Neutral,adjective,Liizah
Never,adverb,Neh
Nevermind,conjunction,Wook
Nevermore,adverb,Nidzos
New,adjective,Yun
Newbie,adjective,Seiraknid
Newborn,noun,Yunkiin
Newcomer,noun,Yuniik
News,noun,Yunrot
Newspaper,noun,Taldeykraan
Next,adjective,Borii
Nib,noun,"Pelniir-Klov, Vopraan-Piinviiz"
Nibble,verb,Malfiit
Nice,adjective,Dremsil
Nice,adjective,Pruzah
Niceness,noun,Dremsilaar
Nickel,noun,Meysilon
Nickname,noun,Nebenfaan
Niece,noun,Sirvein
Niggardliness,noun,Vofanaar
Niggardly,adjective,Vofan
Night,noun,Vulon
Nightingale,noun,Vusoven
Nightly,adjective,Vulonus
Nightmare,noun,Hahvulon
Nimble,adjective,Qobo
Nimbleness,noun,Qoborom
Nine,noun,Yed
Nirn,noun,Vus
Nirnroot,noun,Vusarum
Nix-Hound,noun,Zuthjotraan
No,adverb,"Nid, Niid"
Nobility,noun,Nonvulaan
Noble,adjective,Nonvul
Nobleman,noun,Nonvuliik
Noblewoman,noun,Nonvuliik
Nobody,pronoun,Nigein
Nock,verb,Roronaaz
Nocturnal,adjective,Vulonaas
Nocturnal,noun,Julon
Nocturne,noun,Vulovaas
Nod,verb,Noton
Node,noun,Vokraaz
Noise,noun,Honaat
Noisy,adjective,Honaatus
Non-Canon,adjective,Niron
Nonagon,noun,Yedreid
Nonbeliever,noun,Vokorahiid
Nonchalant,adjective,Sulak
None,adverb,Nid
None,pronoun,Nigein
Nonsense,noun,Goltnu
Nontoxic,adjective,Niloniiz
Noob,adjective,Seiraknid
Noobie,adjective,Seiraknid
Noodle,noun,Surilim
Nook,noun,Krek
Noon,noun,Mithsul
Noone,pronoun,Nigein
Noose,noun,Ruusmatah
Nor,conjunction,Nuv
Nord,noun,Bron
Nordic,adjective,Bronuv
Normal,noun,Qurnen
North,noun,Brom
Northerly,adjective,Bromuv
Northern,adjective,Bromuv
Nose,noun,Sumaar
Nostril,noun,Sumaar
Not,adverb,Ni
Notable,adjective,Bahlaan-Morah
Notch,adjective,Mahrk
Note,noun,"Maldey, Honvaas"
Notebook,noun,Peldey
Noteworthy,adjective,Bahlaan-Morah
Nothing,adverb,Nid
Nothingness,noun,Vozahnil
Notice,verb,Ahmin
Noticeable,adjective,Ahminaal
Notion,noun,Zaak
Nova,noun,Filkaagend
Novel,noun,Hahkel
Novelty,noun,Yunaan
November,noun,Kreintor
Novice,noun,Ahtamun
Now,noun,Nutiid
Now,adverb,Nu
Nowhere,adverb,Nistaad
Nuclear,noun,Dukaag
Nude,adjective,Nunt
Nudism,noun,Nuntun
Nudist,noun,Nuntiik
Nudity,noun,Nuntom
Nuisance,noun,Nuthaak
Nuke,noun,Dukaag
Nullify,verb,Genul
Numb,adjective,Friist
Number,noun,Tokaan
Nun,noun,Ronir
Nurse,noun,Vahraniik
Nurture,verb,Vel
Nut,noun,Maad
Nutty,adjective,Maadus
Nuzzle,verb,Fadaav
Oak,noun,Wol
Oar,noun,Ur
Oath,noun,Vahrot
Obedience,noun,Thaarn
Obedient,adjective,Zothaarn
Obey,verb,Thaar
Object,noun,Vuuk
Object,verb,Tegalrot
Objection,noun,Tegalrotak
Obligation,noun,Rahlodren
Oblige,verb,Skildir
Obliterate,verb,Skag
Oblivion,noun,"Oblivion, Volein"
Oboe,noun,Ahmosunaak
Oboist,noun,Ahmosunaakin
Obscure,verb,Ilosah
Obscurity,noun,Ilosahaat
Observe,verb,Korii
Observed,adjective,Koriaan
Observer,noun,Koriim
Obsess,verb,Gronhah
Obsession,noun,Gronhah
Obsessive,adjective,Zogronhah
Obsidian,noun,Qethsevulon
Obsolete,adjective,Tirzahtiid
Obstacle,noun,Jiist
Obstruct,verb,Tend
Obstruction,noun,"Tendrok, Volkaan"
Obtain,verb,Ofaal
Obtainment,noun,Ofaalend
Obvious,adjective,Baarkei
Ocarina,noun,Fahfiik
Ocarinist,noun,Fahfiikin
Occasion,noun,Korosend
Occupation,noun,Krotz
Occupied,adjective,Ofir
Occupy,verb,"Kolahney, Deyn"
Occur,verb,Koros
Occurrence,noun,Korosend
Ocean,noun,Briin
Octagon,noun,Thiikreid
October,noun,Fomah
Octopus,noun,Voltolam
Ocular,adjective,Miinuv
Odd,adjective,Zurun
Ode,noun,Wern
Of,preposition,"Do, Se"
Off,adjective,Vau
Offend,verb,Faazrot
Offense,noun,Nostig
Offensive,adjective,Nostiguv
Offer,verb,Miik
Offering,noun,Ofanaat
Office,noun,Krosorun
Official,adjective,Hariik
Offline,adjective,Vauvozahkel
Oft,adverb,Fahtiid
Often,adverb,Fahtiid
Oftentimes,adverb,Fahtiid
Ogre,noun,Groonah
Oh,interjection,Oo
Oil,noun,Karon
Oily,adjective,Karonus
Okay,interjection,Bek
Old,adjective,Wuth
"Old Hroldan Inn",noun,Ahroldan
Older,adjective,Zuwuth
Olive,noun,Pugal
Omen,noun,Rozol
Ominous,adjective,Dezmi
Omnipotence,noun,Pahsuleyk
Omnipotent,adjective,Pahsuleyk
Omniscience,noun,Pahmindok
Omniscient,adjective,Pahmindok
On,preposition,Nau
Once,adverb,Ont
One,noun,Gein
Oneness,noun,Pahgein
Oneself,noun,Geinmaar
Onion,noun,Laakir
Online,adjective,Nauvozahkel
Onlooker,noun,Koriim
Only,adverb,Nunon
Onslaught,noun,Noskriin
Onto,preposition,Amiv
Onward,adverb,Amativ
Onyx,noun,Vex
Ooze,verb,Vurusk
Opacity,noun,Musveyom
Opal,noun,Elkroz
Opaque,adjective,Musvey
Open,verb,Bex
Opera,noun,Zulkroson
Operate,verb,Sharaan
Operative,adjective,Drenaal
Opinion,noun,Drahlun
Opinionated,adjective,Golahreid
Opossum,noun,Vulonserk
Opponent,noun,Krizey
Opportunity,noun,Grozein
Oppose,verb,Kriz
Opposite,adjective,Krizaan
Opposition,noun,Krizend
Oppress,verb,Ukuz
Oppression,noun,Ukust
Oppressor,noun,Ukuziik
Optical,adjective,Miinuv
Optician,noun,Vokremiin
Optimism,adjective,Kopruzah-Lorot
Optimistic,adjective,Kopruzah-Lorot
Option,noun,Poguk
Or,conjunction,Uv
Oracle,noun,Nahgahzii
Orange,noun,Solfruk
Orange,adjective,Sol
"Orange Juice",noun,Solfruk-Piin
Orator,noun,Tinvaakin
Orbit,noun,Kenlok
Orc,noun,Ogiim
Orca,noun,Grohiik-Okaaron
Orchestra,noun,Lovaaslid
Orchid,noun,Irthaas
Orcish,adjective,Ogiimuv
Ordeal,noun,Trun
Order,verb,"Uth, Tahlon"
Ordinary,adjective,Qurnen
